Time and date,II,PLETH
12:12:08.528 07/10/1995,-0.118,-0.477
12:12:08.530 07/10/1995,-0.119,-0.477
12:12:08.532 07/10/1995,-0.116,-0.477
12:12:08.534 07/10/1995,-0.112,-0.477
12:12:08.536 07/10/1995,-0.106,-0.491
12:12:08.538 07/10/1995,-0.099,-0.491
12:12:08.540 07/10/1995,-0.091,-0.491
12:12:08.542 07/10/1995,-0.082,-0.491
12:12:08.544 07/10/1995,-0.075,-0.501
12:12:08.546 07/10/1995,-0.068,-0.501
12:12:08.548 07/10/1995,-0.064,-0.501
12:12:08.550 07/10/1995,-0.059,-0.501
12:12:08.552 07/10/1995,-0.058,-0.514
12:12:08.554 07/10/1995,-0.057,-0.514
12:12:08.556 07/10/1995,-0.057,-0.514
12:12:08.558 07/10/1995,-0.056,-0.514
12:12:08.560 07/10/1995,-0.055,-0.525
12:12:08.562 07/10/1995,-0.053,-0.525
12:12:08.564 07/10/1995,-0.051,-0.525
12:12:08.566 07/10/1995,-0.049,-0.525
12:12:08.568 07/10/1995,-0.047,-0.538
12:12:08.570 07/10/1995,-0.045,-0.538
12:12:08.572 07/10/1995,-0.045,-0.538
12:12:08.574 07/10/1995,-0.044,-0.538
12:12:08.576 07/10/1995,-0.044,-0.548
12:12:08.578 07/10/1995,-0.044,-0.548
12:12:08.580 07/10/1995,-0.046,-0.548
12:12:08.582 07/10/1995,-0.048,-0.548
12:12:08.584 07/10/1995,-0.050,-0.561
12:12:08.586 07/10/1995,-0.052,-0.561
12:12:08.588 07/10/1995,-0.051,-0.561
12:12:08.590 07/10/1995,-0.051,-0.561
12:12:08.592 07/10/1995,-0.049,-0.572
12:12:08.594 07/10/1995,-0.046,-0.572
12:12:08.596 07/10/1995,-0.046,-0.572
12:12:08.598 07/10/1995,-0.045,-0.572
12:12:08.600 07/10/1995,-0.048,-0.580
12:12:08.602 07/10/1995,-0.050,-0.580
12:12:08.604 07/10/1995,-0.056,-0.580
12:12:08.606 07/10/1995,-0.063,-0.580
12:12:08.608 07/10/1995,-0.072,-0.586
12:12:08.610 07/10/1995,-0.082,-0.586
12:12:08.612 07/10/1995,-0.093,-0.586
12:12:08.614 07/10/1995,-0.105,-0.586
12:12:08.616 07/10/1995,-0.115,-0.583
12:12:08.618 07/10/1995,-0.125,-0.583
12:12:08.620 07/10/1995,-0.135,-0.583
12:12:08.622 07/10/1995,-0.145,-0.583
12:12:08.624 07/10/1995,-0.153,-0.572
12:12:08.626 07/10/1995,-0.161,-0.572
12:12:08.628 07/10/1995,-0.167,-0.572
12:12:08.630 07/10/1995,-0.173,-0.572
12:12:08.632 07/10/1995,-0.176,-0.548
12:12:08.634 07/10/1995,-0.179,-0.548
12:12:08.636 07/10/1995,-0.181,-0.548
12:12:08.638 07/10/1995,-0.184,-0.548
12:12:08.640 07/10/1995,-0.187,-0.512
12:12:08.642 07/10/1995,-0.191,-0.512
12:12:08.644 07/10/1995,-0.195,-0.512
12:12:08.646 07/10/1995,-0.199,-0.512
12:12:08.648 07/10/1995,-0.200,-0.460
12:12:08.650 07/10/1995,-0.202,-0.460
12:12:08.652 07/10/1995,-0.201,-0.460
12:12:08.654 07/10/1995,-0.201,-0.460
12:12:08.656 07/10/1995,-0.199,-0.381
12:12:08.658 07/10/1995,-0.197,-0.381
12:12:08.660 07/10/1995,-0.193,-0.381
12:12:08.662 07/10/1995,-0.189,-0.381
12:12:08.664 07/10/1995,-0.184,-0.288
12:12:08.666 07/10/1995,-0.179,-0.288
12:12:08.668 07/10/1995,-0.173,-0.288
12:12:08.670 07/10/1995,-0.167,-0.288
12:12:08.672 07/10/1995,-0.159,-0.183
12:12:08.674 07/10/1995,-0.150,-0.183
12:12:08.676 07/10/1995,-0.141,-0.183
12:12:08.678 07/10/1995,-0.132,-0.183
12:12:08.680 07/10/1995,-0.123,-0.066
12:12:08.682 07/10/1995,-0.114,-0.066
12:12:08.684 07/10/1995,-0.107,-0.066
12:12:08.686 07/10/1995,-0.100,-0.066
12:12:08.688 07/10/1995,-0.095,0.052
12:12:08.690 07/10/1995,-0.090,0.052
12:12:08.692 07/10/1995,-0.085,0.052
12:12:08.694 07/10/1995,-0.080,0.052
12:12:08.696 07/10/1995,-0.076,0.171
12:12:08.698 07/10/1995,-0.071,0.171
12:12:08.700 07/10/1995,-0.068,0.171
12:12:08.702 07/10/1995,-0.065,0.171
12:12:08.704 07/10/1995,-0.062,0.279
12:12:08.706 07/10/1995,-0.059,0.279
12:12:08.708 07/10/1995,-0.057,0.279
12:12:08.710 07/10/1995,-0.054,0.279
12:12:08.712 07/10/1995,-0.052,0.378
12:12:08.714 07/10/1995,-0.050,0.378
12:12:08.716 07/10/1995,-0.046,0.378
12:12:08.718 07/10/1995,-0.043,0.378
12:12:08.720 07/10/1995,-0.042,0.460
12:12:08.722 07/10/1995,-0.041,0.460
12:12:08.724 07/10/1995,-0.042,0.460
12:12:08.726 07/10/1995,-0.042,0.460
12:12:08.728 07/10/1995,-0.044,0.520
12:12:08.730 07/10/1995,-0.045,0.520
12:12:08.732 07/10/1995,-0.046,0.520
12:12:08.734 07/10/1995,-0.046,0.520
12:12:08.736 07/10/1995,-0.046,0.565
12:12:08.738 07/10/1995,-0.045,0.565
12:12:08.740 07/10/1995,-0.046,0.565
12:12:08.742 07/10/1995,-0.048,0.565
12:12:08.744 07/10/1995,-0.051,0.591
12:12:08.746 07/10/1995,-0.054,0.591
12:12:08.748 07/10/1995,-0.057,0.591
12:12:08.750 07/10/1995,-0.059,0.591
12:12:08.752 07/10/1995,-0.060,0.601
12:12:08.754 07/10/1995,-0.062,0.601
12:12:08.756 07/10/1995,-0.058,0.601
12:12:08.758 07/10/1995,-0.054,0.601
12:12:08.760 07/10/1995,-0.044,0.594
12:12:08.762 07/10/1995,-0.033,0.594
12:12:08.764 07/10/1995,-0.021,0.594
12:12:08.766 07/10/1995,-0.008,0.594
12:12:08.768 07/10/1995,0.005,0.575
12:12:08.770 07/10/1995,0.017,0.575
12:12:08.772 07/10/1995,0.026,0.575
12:12:08.774 07/10/1995,0.035,0.575
12:12:08.776 07/10/1995,0.038,0.546
12:12:08.778 07/10/1995,0.042,0.546
12:12:08.780 07/10/1995,0.042,0.546
12:12:08.782 07/10/1995,0.042,0.546
12:12:08.784 07/10/1995,0.044,0.512
12:12:08.786 07/10/1995,0.045,0.512
12:12:08.788 07/10/1995,0.053,0.512
12:12:08.790 07/10/1995,0.062,0.512
12:12:08.792 07/10/1995,0.074,0.472
12:12:08.794 07/10/1995,0.086,0.472
12:12:08.796 07/10/1995,0.094,0.472
12:12:08.798 07/10/1995,0.103,0.472
12:12:08.800 07/10/1995,0.103,0.425
12:12:08.802 07/10/1995,0.104,0.425
12:12:08.804 07/10/1995,0.096,0.425
12:12:08.806 07/10/1995,0.087,0.425
12:12:08.808 07/10/1995,0.076,0.372
12:12:08.810 07/10/1995,0.064,0.372
12:12:08.812 07/10/1995,0.054,0.372
12:12:08.814 07/10/1995,0.044,0.372
12:12:08.816 07/10/1995,0.041,0.320
12:12:08.818 07/10/1995,0.038,0.320
12:12:08.820 07/10/1995,0.037,0.320
12:12:08.822 07/10/1995,0.036,0.320
12:12:08.824 07/10/1995,0.031,0.268
12:12:08.826 07/10/1995,0.027,0.268
12:12:08.828 07/10/1995,0.017,0.268
12:12:08.830 07/10/1995,0.008,0.268
12:12:08.832 07/10/1995,-0.006,0.212
12:12:08.834 07/10/1995,-0.021,0.212
12:12:08.836 07/10/1995,-0.037,0.212
12:12:08.838 07/10/1995,-0.053,0.212
12:12:08.840 07/10/1995,-0.070,0.154
12:12:08.842 07/10/1995,-0.087,0.154
12:12:08.844 07/10/1995,-0.101,0.154
12:12:08.846 07/10/1995,-0.114,0.154
12:12:08.848 07/10/1995,-0.123,0.100
12:12:08.850 07/10/1995,-0.132,0.100
12:12:08.852 07/10/1995,-0.137,0.100
12:12:08.854 07/10/1995,-0.143,0.100
12:12:08.856 07/10/1995,-0.146,0.047
12:12:08.858 07/10/1995,-0.149,0.047
12:12:08.860 07/10/1995,-0.150,0.047
12:12:08.862 07/10/1995,-0.150,0.047
12:12:08.864 07/10/1995,-0.151,-0.011
12:12:08.866 07/10/1995,-0.151,-0.011
12:12:08.868 07/10/1995,-0.153,-0.011
12:12:08.870 07/10/1995,-0.154,-0.011
12:12:08.872 07/10/1995,-0.154,-0.058
12:12:08.874 07/10/1995,-0.153,-0.058
12:12:08.876 07/10/1995,-0.152,-0.058
12:12:08.878 07/10/1995,-0.151,-0.058
12:12:08.880 07/10/1995,-0.150,-0.102
12:12:08.882 07/10/1995,-0.149,-0.102
12:12:08.884 07/10/1995,-0.148,-0.102
12:12:08.886 07/10/1995,-0.147,-0.102
12:12:08.888 07/10/1995,-0.146,-0.142
12:12:08.890 07/10/1995,-0.146,-0.142
12:12:08.892 07/10/1995,-0.146,-0.142
12:12:08.894 07/10/1995,-0.146,-0.142
12:12:08.896 07/10/1995,-0.146,-0.176
12:12:08.898 07/10/1995,-0.147,-0.176
12:12:08.900 07/10/1995,-0.147,-0.176
12:12:08.902 07/10/1995,-0.147,-0.176
12:12:08.904 07/10/1995,-0.146,-0.203
12:12:08.906 07/10/1995,-0.146,-0.203
12:12:08.908 07/10/1995,-0.145,-0.203
12:12:08.910 07/10/1995,-0.145,-0.203
12:12:08.912 07/10/1995,-0.143,-0.226
12:12:08.914 07/10/1995,-0.141,-0.226
12:12:08.916 07/10/1995,-0.138,-0.226
12:12:08.918 07/10/1995,-0.134,-0.226
12:12:08.920 07/10/1995,-0.130,-0.244
12:12:08.922 07/10/1995,-0.126,-0.244
12:12:08.924 07/10/1995,-0.125,-0.244
12:12:08.926 07/10/1995,-0.123,-0.244
12:12:08.928 07/10/1995,-0.125,-0.252
12:12:08.930 07/10/1995,-0.126,-0.252
12:12:08.932 07/10/1995,-0.129,-0.252
12:12:08.934 07/10/1995,-0.132,-0.252
12:12:08.936 07/10/1995,-0.133,-0.260
12:12:08.938 07/10/1995,-0.134,-0.260
12:12:08.940 07/10/1995,-0.129,-0.260
12:12:08.942 07/10/1995,-0.124,-0.260
12:12:08.944 07/10/1995,-0.106,-0.266
12:12:08.946 07/10/1995,-0.087,-0.266
12:12:08.948 07/10/1995,-0.049,-0.266
12:12:08.950 07/10/1995,-0.010,-0.266
12:12:08.952 07/10/1995,0.052,-0.268
12:12:08.954 07/10/1995,0.114,-0.268
12:12:08.956 07/10/1995,0.193,-0.268
12:12:08.958 07/10/1995,0.271,-0.268
12:12:08.960 07/10/1995,0.351,-0.266
12:12:08.962 07/10/1995,0.431,-0.266
12:12:08.964 07/10/1995,0.492,-0.266
12:12:08.966 07/10/1995,0.553,-0.266
12:12:08.968 07/10/1995,0.578,-0.268
12:12:08.970 07/10/1995,0.603,-0.268
12:12:08.972 07/10/1995,0.586,-0.268
12:12:08.974 07/10/1995,0.570,-0.268
12:12:08.976 07/10/1995,0.523,-0.266
12:12:08.978 07/10/1995,0.475,-0.266
12:12:08.980 07/10/1995,0.417,-0.266
12:12:08.982 07/10/1995,0.360,-0.266
12:12:08.984 07/10/1995,0.310,-0.266
12:12:08.986 07/10/1995,0.260,-0.266
12:12:08.988 07/10/1995,0.231,-0.266
12:12:08.990 07/10/1995,0.201,-0.266
12:12:08.992 07/10/1995,0.192,-0.266
12:12:08.994 07/10/1995,0.183,-0.266
12:12:08.996 07/10/1995,0.190,-0.266
12:12:08.998 07/10/1995,0.197,-0.266
12:12:09.000 07/10/1995,0.210,-0.271
12:12:09.002 07/10/1995,0.224,-0.271
12:12:09.004 07/10/1995,0.235,-0.271
12:12:09.006 07/10/1995,0.247,-0.271
12:12:09.008 07/10/1995,0.252,-0.276
12:12:09.010 07/10/1995,0.257,-0.276
12:12:09.012 07/10/1995,0.255,-0.276
12:12:09.014 07/10/1995,0.253,-0.276
12:12:09.016 07/10/1995,0.249,-0.279
12:12:09.018 07/10/1995,0.246,-0.279
12:12:09.020 07/10/1995,0.247,-0.279
12:12:09.022 07/10/1995,0.247,-0.279
12:12:09.024 07/10/1995,0.248,-0.289
12:12:09.026 07/10/1995,0.249,-0.289
12:12:09.028 07/10/1995,0.242,-0.289
12:12:09.030 07/10/1995,0.234,-0.289
12:12:09.032 07/10/1995,0.216,-0.299
12:12:09.034 07/10/1995,0.198,-0.299
12:12:09.036 07/10/1995,0.170,-0.299
12:12:09.038 07/10/1995,0.143,-0.299
12:12:09.040 07/10/1995,0.113,-0.307
12:12:09.042 07/10/1995,0.083,-0.307
12:12:09.044 07/10/1995,0.059,-0.307
12:12:09.046 07/10/1995,0.036,-0.307
12:12:09.048 07/10/1995,0.021,-0.318
12:12:09.050 07/10/1995,0.005,-0.318
12:12:09.052 07/10/1995,-0.002,-0.318
12:12:09.054 07/10/1995,-0.010,-0.318
12:12:09.056 07/10/1995,-0.012,-0.326
12:12:09.058 07/10/1995,-0.014,-0.326
12:12:09.060 07/10/1995,-0.012,-0.326
12:12:09.062 07/10/1995,-0.010,-0.326
12:12:09.064 07/10/1995,-0.005,-0.336
12:12:09.066 07/10/1995,-0.001,-0.336
12:12:09.068 07/10/1995,0.002,-0.336
12:12:09.070 07/10/1995,0.004,-0.336
12:12:09.072 07/10/1995,0.004,-0.346
12:12:09.074 07/10/1995,0.003,-0.346
12:12:09.076 07/10/1995,0.001,-0.346
12:12:09.078 07/10/1995,-0.002,-0.346
12:12:09.080 07/10/1995,-0.005,-0.354
12:12:09.082 07/10/1995,-0.009,-0.354
12:12:09.084 07/10/1995,-0.011,-0.354
12:12:09.086 07/10/1995,-0.013,-0.354
12:12:09.088 07/10/1995,-0.012,-0.362
12:12:09.090 07/10/1995,-0.012,-0.362
12:12:09.092 07/10/1995,-0.010,-0.362
12:12:09.094 07/10/1995,-0.008,-0.362
12:12:09.096 07/10/1995,-0.005,-0.367
12:12:09.098 07/10/1995,-0.003,-0.367
12:12:09.100 07/10/1995,-0.001,-0.367
12:12:09.102 07/10/1995,0.001,-0.367
12:12:09.104 07/10/1995,0.004,-0.373
12:12:09.106 07/10/1995,0.008,-0.373
12:12:09.108 07/10/1995,0.010,-0.373
12:12:09.110 07/10/1995,0.012,-0.373
12:12:09.112 07/10/1995,0.012,-0.378
12:12:09.114 07/10/1995,0.012,-0.378
12:12:09.116 07/10/1995,0.012,-0.378
12:12:09.118 07/10/1995,0.013,-0.378
12:12:09.120 07/10/1995,0.014,-0.381
12:12:09.122 07/10/1995,0.015,-0.381
12:12:09.124 07/10/1995,0.016,-0.381
12:12:09.126 07/10/1995,0.016,-0.381
12:12:09.128 07/10/1995,0.016,-0.389
12:12:09.130 07/10/1995,0.016,-0.389
12:12:09.132 07/10/1995,0.017,-0.389
12:12:09.134 07/10/1995,0.018,-0.389
12:12:09.136 07/10/1995,0.020,-0.392
12:12:09.138 07/10/1995,0.022,-0.392
12:12:09.140 07/10/1995,0.023,-0.392
12:12:09.142 07/10/1995,0.025,-0.392
12:12:09.144 07/10/1995,0.028,-0.392
12:12:09.146 07/10/1995,0.031,-0.392
12:12:09.148 07/10/1995,0.035,-0.392
12:12:09.150 07/10/1995,0.038,-0.392
12:12:09.152 07/10/1995,0.040,-0.394
12:12:09.154 07/10/1995,0.043,-0.394
12:12:09.156 07/10/1995,0.046,-0.394
12:12:09.158 07/10/1995,0.050,-0.394
12:12:09.160 07/10/1995,0.053,-0.399
12:12:09.162 07/10/1995,0.056,-0.399
12:12:09.164 07/10/1995,0.058,-0.399
12:12:09.166 07/10/1995,0.060,-0.399
12:12:09.168 07/10/1995,0.063,-0.402
12:12:09.170 07/10/1995,0.065,-0.402
12:12:09.172 07/10/1995,0.068,-0.402
12:12:09.174 07/10/1995,0.071,-0.402
12:12:09.176 07/10/1995,0.073,-0.405
12:12:09.178 07/10/1995,0.076,-0.405
12:12:09.180 07/10/1995,0.075,-0.405
12:12:09.182 07/10/1995,0.075,-0.405
12:12:09.184 07/10/1995,0.072,-0.407
12:12:09.186 07/10/1995,0.069,-0.407
12:12:09.188 07/10/1995,0.065,-0.407
12:12:09.190 07/10/1995,0.060,-0.407
12:12:09.192 07/10/1995,0.055,-0.409
12:12:09.194 07/10/1995,0.049,-0.409
12:12:09.196 07/10/1995,0.043,-0.409
12:12:09.198 07/10/1995,0.037,-0.409
12:12:09.200 07/10/1995,0.031,-0.415
12:12:09.202 07/10/1995,0.026,-0.415
12:12:09.204 07/10/1995,0.022,-0.415
12:12:09.206 07/10/1995,0.017,-0.415
12:12:09.208 07/10/1995,0.013,-0.417
12:12:09.210 07/10/1995,0.009,-0.417
12:12:09.212 07/10/1995,0.003,-0.417
12:12:09.214 07/10/1995,-0.002,-0.417
12:12:09.216 07/10/1995,-0.009,-0.415
12:12:09.218 07/10/1995,-0.016,-0.415
12:12:09.220 07/10/1995,-0.026,-0.415
12:12:09.222 07/10/1995,-0.036,-0.415
12:12:09.224 07/10/1995,-0.046,-0.407
12:12:09.226 07/10/1995,-0.056,-0.407
12:12:09.228 07/10/1995,-0.066,-0.407
12:12:09.230 07/10/1995,-0.076,-0.407
12:12:09.232 07/10/1995,-0.085,-0.394
12:12:09.234 07/10/1995,-0.094,-0.394
12:12:09.236 07/10/1995,-0.103,-0.394
12:12:09.238 07/10/1995,-0.112,-0.394
12:12:09.240 07/10/1995,-0.121,-0.367
12:12:09.242 07/10/1995,-0.130,-0.367
12:12:09.244 07/10/1995,-0.135,-0.367
12:12:09.246 07/10/1995,-0.140,-0.367
12:12:09.248 07/10/1995,-0.144,-0.329
12:12:09.250 07/10/1995,-0.148,-0.329
12:12:09.252 07/10/1995,-0.151,-0.329
12:12:09.254 07/10/1995,-0.153,-0.329
12:12:09.256 07/10/1995,-0.152,-0.271
12:12:09.258 07/10/1995,-0.151,-0.271
12:12:09.260 07/10/1995,-0.147,-0.271
12:12:09.262 07/10/1995,-0.144,-0.271
12:12:09.264 07/10/1995,-0.138,-0.200
12:12:09.266 07/10/1995,-0.132,-0.200
12:12:09.268 07/10/1995,-0.124,-0.200
12:12:09.270 07/10/1995,-0.116,-0.200
12:12:09.272 07/10/1995,-0.107,-0.111
12:12:09.274 07/10/1995,-0.099,-0.111
12:12:09.276 07/10/1995,-0.092,-0.111
12:12:09.278 07/10/1995,-0.085,-0.111
12:12:09.280 07/10/1995,-0.078,-0.013
12:12:09.282 07/10/1995,-0.071,-0.013
12:12:09.284 07/10/1995,-0.064,-0.013
12:12:09.286 07/10/1995,-0.056,-0.013
12:12:09.288 07/10/1995,-0.048,0.089
12:12:09.290 07/10/1995,-0.040,0.089
12:12:09.292 07/10/1995,-0.032,0.089
12:12:09.294 07/10/1995,-0.024,0.089
12:12:09.296 07/10/1995,-0.017,0.194
12:12:09.298 07/10/1995,-0.010,0.194
12:12:09.300 07/10/1995,-0.004,0.194
12:12:09.302 07/10/1995,0.001,0.194
12:12:09.304 07/10/1995,0.006,0.296
12:12:09.306 07/10/1995,0.011,0.296
12:12:09.308 07/10/1995,0.015,0.296
12:12:09.310 07/10/1995,0.019,0.296
12:12:09.312 07/10/1995,0.023,0.355
12:12:09.314 07/10/1995,0.026,0.355
12:12:09.316 07/10/1995,0.029,0.355
12:12:09.318 07/10/1995,0.032,0.355
12:12:09.320 07/10/1995,0.036,0.428
12:12:09.322 07/10/1995,0.040,0.428
12:12:09.324 07/10/1995,0.042,0.428
12:12:09.326 07/10/1995,0.044,0.428
12:12:09.328 07/10/1995,0.046,0.489
12:12:09.330 07/10/1995,0.048,0.489
12:12:09.332 07/10/1995,0.050,0.489
12:12:09.334 07/10/1995,0.052,0.489
12:12:09.336 07/10/1995,0.054,0.531
12:12:09.338 07/10/1995,0.056,0.531
12:12:09.340 07/10/1995,0.059,0.531
12:12:09.342 07/10/1995,0.062,0.531
12:12:09.344 07/10/1995,0.064,0.554
12:12:09.346 07/10/1995,0.067,0.554
12:12:09.348 07/10/1995,0.070,0.554
12:12:09.350 07/10/1995,0.073,0.554
12:12:09.352 07/10/1995,0.078,0.556
12:12:09.354 07/10/1995,0.083,0.556
12:12:09.356 07/10/1995,0.089,0.556
12:12:09.358 07/10/1995,0.095,0.556
12:12:09.360 07/10/1995,0.103,0.549
12:12:09.362 07/10/1995,0.110,0.549
12:12:09.364 07/10/1995,0.121,0.549
12:12:09.366 07/10/1995,0.132,0.549
12:12:09.368 07/10/1995,0.143,0.525
12:12:09.370 07/10/1995,0.153,0.525
12:12:09.372 07/10/1995,0.163,0.525
12:12:09.374 07/10/1995,0.173,0.525
12:12:09.376 07/10/1995,0.181,0.489
12:12:09.378 07/10/1995,0.189,0.489
12:12:09.380 07/10/1995,0.197,0.489
12:12:09.382 07/10/1995,0.204,0.489
12:12:09.384 07/10/1995,0.211,0.451
12:12:09.386 07/10/1995,0.218,0.451
12:12:09.388 07/10/1995,0.227,0.451
12:12:09.390 07/10/1995,0.237,0.451
12:12:09.392 07/10/1995,0.246,0.407
12:12:09.394 07/10/1995,0.255,0.407
12:12:09.396 07/10/1995,0.259,0.407
12:12:09.398 07/10/1995,0.263,0.407
12:12:09.400 07/10/1995,0.260,0.355
12:12:09.402 07/10/1995,0.256,0.355
12:12:09.404 07/10/1995,0.244,0.355
12:12:09.406 07/10/1995,0.232,0.355
12:12:09.408 07/10/1995,0.217,0.309
12:12:09.410 07/10/1995,0.201,0.309
12:12:09.412 07/10/1995,0.190,0.309
12:12:09.414 07/10/1995,0.178,0.309
12:12:09.416 07/10/1995,0.172,0.258
12:12:09.418 07/10/1995,0.166,0.258
12:12:09.420 07/10/1995,0.163,0.258
12:12:09.422 07/10/1995,0.159,0.258
12:12:09.424 07/10/1995,0.154,0.211
12:12:09.426 07/10/1995,0.150,0.211
12:12:09.428 07/10/1995,0.141,0.211
12:12:09.430 07/10/1995,0.133,0.211
12:12:09.432 07/10/1995,0.121,0.162
12:12:09.434 07/10/1995,0.109,0.162
12:12:09.436 07/10/1995,0.094,0.162
12:12:09.438 07/10/1995,0.080,0.162
12:12:09.440 07/10/1995,0.064,0.118
12:12:09.442 07/10/1995,0.048,0.118
12:12:09.444 07/10/1995,0.033,0.118
12:12:09.446 07/10/1995,0.019,0.118
12:12:09.448 07/10/1995,0.009,0.077
12:12:09.450 07/10/1995,-0.002,0.077
12:12:09.452 07/10/1995,-0.011,0.077
12:12:09.454 07/10/1995,-0.019,0.077
12:12:09.456 07/10/1995,-0.027,0.041
12:12:09.458 07/10/1995,-0.035,0.041
12:12:09.460 07/10/1995,-0.040,0.041
12:12:09.462 07/10/1995,-0.046,0.041
12:12:09.464 07/10/1995,-0.050,0.005
12:12:09.466 07/10/1995,-0.053,0.005
12:12:09.468 07/10/1995,-0.055,0.005
12:12:09.470 07/10/1995,-0.056,0.005
12:12:09.472 07/10/1995,-0.056,-0.026
12:12:09.474 07/10/1995,-0.056,-0.026
12:12:09.476 07/10/1995,-0.056,-0.026
12:12:09.478 07/10/1995,-0.056,-0.026
12:12:09.480 07/10/1995,-0.057,-0.054
12:12:09.482 07/10/1995,-0.058,-0.054
12:12:09.484 07/10/1995,-0.059,-0.054
12:12:09.486 07/10/1995,-0.060,-0.054
12:12:09.488 07/10/1995,-0.062,-0.080
12:12:09.490 07/10/1995,-0.064,-0.080
12:12:09.492 07/10/1995,-0.064,-0.080
12:12:09.494 07/10/1995,-0.065,-0.080
12:12:09.496 07/10/1995,-0.065,-0.108
12:12:09.498 07/10/1995,-0.066,-0.108
12:12:09.500 07/10/1995,-0.065,-0.108
12:12:09.502 07/10/1995,-0.065,-0.108
12:12:09.504 07/10/1995,-0.064,-0.129
12:12:09.506 07/10/1995,-0.063,-0.129
12:12:09.508 07/10/1995,-0.060,-0.129
12:12:09.510 07/10/1995,-0.058,-0.129
12:12:09.512 07/10/1995,-0.057,-0.152
12:12:09.514 07/10/1995,-0.056,-0.152
12:12:09.516 07/10/1995,-0.055,-0.152
12:12:09.518 07/10/1995,-0.054,-0.152
12:12:09.520 07/10/1995,-0.053,-0.173
12:12:09.522 07/10/1995,-0.052,-0.173
12:12:09.524 07/10/1995,-0.051,-0.173
12:12:09.526 07/10/1995,-0.051,-0.173
12:12:09.528 07/10/1995,-0.049,-0.189
12:12:09.530 07/10/1995,-0.046,-0.189
12:12:09.532 07/10/1995,-0.045,-0.189
12:12:09.534 07/10/1995,-0.044,-0.189
12:12:09.536 07/10/1995,-0.043,-0.202
12:12:09.538 07/10/1995,-0.042,-0.202
12:12:09.540 07/10/1995,-0.039,-0.202
12:12:09.542 07/10/1995,-0.036,-0.202
12:12:09.544 07/10/1995,-0.025,-0.217
12:12:09.546 07/10/1995,-0.014,-0.217
12:12:09.548 07/10/1995,0.015,-0.217
12:12:09.550 07/10/1995,0.043,-0.217
12:12:09.552 07/10/1995,0.097,-0.227
12:12:09.554 07/10/1995,0.150,-0.227
12:12:09.556 07/10/1995,0.230,-0.227
12:12:09.558 07/10/1995,0.310,-0.227
12:12:09.560 07/10/1995,0.404,-0.235
12:12:09.562 07/10/1995,0.499,-0.235
12:12:09.564 07/10/1995,0.584,-0.235
12:12:09.566 07/10/1995,0.670,-0.235
12:12:09.568 07/10/1995,0.720,-0.240
12:12:09.570 07/10/1995,0.771,-0.240
12:12:09.572 07/10/1995,0.774,-0.240
12:12:09.574 07/10/1995,0.778,-0.240
12:12:09.576 07/10/1995,0.735,-0.242
12:12:09.578 07/10/1995,0.692,-0.242
12:12:09.580 07/10/1995,0.623,-0.242
12:12:09.582 07/10/1995,0.553,-0.242
12:12:09.584 07/10/1995,0.479,-0.251
12:12:09.586 07/10/1995,0.405,-0.251
12:12:09.588 07/10/1995,0.349,-0.251
12:12:09.590 07/10/1995,0.293,-0.251
12:12:09.592 07/10/1995,0.262,-0.256
12:12:09.594 07/10/1995,0.232,-0.256
12:12:09.596 07/10/1995,0.226,-0.256
12:12:09.598 07/10/1995,0.219,-0.256
12:12:09.600 07/10/1995,0.227,-0.258
12:12:09.602 07/10/1995,0.235,-0.258
12:12:09.604 07/10/1995,0.247,-0.258
12:12:09.606 07/10/1995,0.258,-0.258
12:12:09.608 07/10/1995,0.265,-0.263
12:12:09.610 07/10/1995,0.271,-0.263
12:12:09.612 07/10/1995,0.275,-0.263
12:12:09.614 07/10/1995,0.279,-0.263
12:12:09.616 07/10/1995,0.285,-0.263
12:12:09.618 07/10/1995,0.290,-0.263
12:12:09.620 07/10/1995,0.300,-0.263
12:12:09.622 07/10/1995,0.310,-0.263
12:12:09.624 07/10/1995,0.318,-0.269
12:12:09.626 07/10/1995,0.326,-0.269
12:12:09.628 07/10/1995,0.325,-0.269
12:12:09.630 07/10/1995,0.323,-0.269
12:12:09.632 07/10/1995,0.306,-0.274
12:12:09.634 07/10/1995,0.289,-0.274
12:12:09.636 07/10/1995,0.261,-0.274
12:12:09.638 07/10/1995,0.232,-0.274
12:12:09.640 07/10/1995,0.198,-0.279
12:12:09.642 07/10/1995,0.164,-0.279
12:12:09.644 07/10/1995,0.134,-0.279
12:12:09.646 07/10/1995,0.104,-0.279
12:12:09.648 07/10/1995,0.080,-0.286
12:12:09.650 07/10/1995,0.057,-0.286
12:12:09.652 07/10/1995,0.041,-0.286
12:12:09.654 07/10/1995,0.025,-0.286
12:12:09.656 07/10/1995,0.014,-0.296
12:12:09.658 07/10/1995,0.003,-0.296
12:12:09.660 07/10/1995,-0.003,-0.296
12:12:09.662 07/10/1995,-0.010,-0.296
12:12:09.664 07/10/1995,-0.011,-0.304
12:12:09.666 07/10/1995,-0.013,-0.304
12:12:09.668 07/10/1995,-0.013,-0.304
12:12:09.670 07/10/1995,-0.013,-0.304
12:12:09.672 07/10/1995,-0.012,-0.312
12:12:09.674 07/10/1995,-0.012,-0.312
12:12:09.676 07/10/1995,-0.012,-0.312
12:12:09.678 07/10/1995,-0.012,-0.312
12:12:09.680 07/10/1995,-0.012,-0.323
